id,entorno,nombre,etapa,tipo,area_responsable,descripcion,monto_contrato,comuna,barrio,direccion,lat,lng,fecha_inicio,fecha_fin_inicial,plazo_meses,porcentaje_avance,imagen_1,imagen_2,imagen_3,imagen_4,licitacion_oferta_empresa,licitacion_anio,contratacion_tipo,nro_contratacion,cuit_contratista,beneficiarios,mano_obra,compromiso,destacada,ba_elige,link_interno,pliego_descarga,expediente-numero,estudio_ambiental_descarga,financiamiento
1141,Entorno Barracas,Iglesia Santa Felicitas: Puesta en valor,Finalizada,Espacio Público,Ministerio de Ambiente y Espacio Público,"Entornos Urbanos -La Obra Comprende La Impermeabilización De La Envolvente Del Edificio, La Consolidación Y Reposición De Revoques, La Conservación Y Reemplazo De Instalación Eléctrica Integral Del Edificio.",2093726,4,Barracas,Isabel La Catolica 520,-34.637223,-58.373243,09/01/2016,28/04/2017,15,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_ejebarracasiglesiasanfelicitas_foto1.jpeg,,,,DI PIETRO PAOLO RUBENS ERNESTO,2016,,,20044899532,,,,,,https://www.buenosaires.gob.ar/baobras/entorno-barracas,https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2016-13609481-DGRU.pdf,,,
1142,Eje Cívico,Eje Cívico: Iluminación Fachadas Emblemáticas ,Finalizada,Espacio Público,Ministerio de Ambiente y Espacio Público,"Entornos Urbanos -En El Marco De La Puesta En Valor Del Eje Cívico, Esta Obra Comprende La Iluminación De Las Fachadas Con Valor Patrimonial Sobre El Eje De La Av. De Mayo En Toda Su Extensión.",2423202,1,Montserrat,,-34.608819,-58.3786,11/01/2016,03/01/2017,12,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_iluminacionfachadasejecivico_foto1.jpeg,,,,Da Fré Obras Civiles S.A,2016,,,30711388768,,,,,,https://www.buenosaires.gob.ar/baobras/eje-civico,https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2016-17167486-DGORU.pdf,,,
1144,Plazas y Parques de Comuna 2,Plaza Juan XXIII: Puesta en valor,Finalizada,Espacio Público,Ministerio de Ambiente y Espacio Público,"Parques Urb.-Implementación De Nuevos Puestos Que Permiten Un Recorrido Abierto Al Parque, Mejoramiento De Senderos Y Veredas, Renovación Del Equipamiento Urbano: Bancos Y Cestos, Renovación De La Iluminación, Incorporación De Nuevos Árboles, Arbustos Y Césped.",7700002,2,Recoleta,,-34.587835,-58.391819,01/06/2016,15/08/2016,2,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_recoleta_plazajuanxxiii_foto1.jpg,,,,Altote S.A,2016,,,30707431896,,,,,,https://www.buenosaires.gob.ar/baobras/plazas-y-parques-de-comuna-2,,,,
1145,Entorno Microcentro,Centro Comercial A Cielo Abierto Lavalle (E/ Carlos Pellegrini Y Florida),Finalizada,Espacio Público,Ministerio de Ambiente y Espacio Público,"Av Y Ccca -La Obra Se Enmarca Dentro Del Plan Microcentro, Proponiendo La Puesta En Valor Y Ordenamiento Con El Objetivo De Incentivar El Uso, Goce Y Tránsito Seguro Del Espacio Urbano. Se Propone La Renovación De Veredas En Todo El Sector A Intervenir, Renovación De La Iluminación E Incorporación De Nuevo Equipamiento Urbano.",22604818,1,San Nicolás,,-34.60238,-58.378193,08/01/2017,16/03/2018,14,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_rendermicrocentroejecomerciallavalle_foto1.jpg,,,,Bosquimano S.A,2017,,,30711470022,,,SI,,,https://www.buenosaires.gob.ar/baobras/microcentro,https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2017-15325621-DGRU.pdf,,,
1146,Entorno Once,Ejes comerciales Castelli y V. Gómez: Nivelación,Finalizada,Espacio Público,Ministerio de Ambiente y Espacio Público,"Áreas Ambientales -obra en el marco del plan integral para el área de once. Tanto en Castelli como en Valentín Gómez se propone la nivelación de la acera y la calzada, se intensificará el arbolado y la iluminación peatonal para incentivar el uso, goce y tránsito seguro del espacio urbano resaltando el carácter patrimonial y cultural de la zona. La propuesta busca poner en valor este sector de la ciudad, beneficiando tanto a los residentes como a las personas que desarrollan su actividad cotidiana, comercial, cultural y comunitaria, generándose para ellas un lugar más amigable y atractivo.",32309801,3,Balvanera,"CASTELLI y GOMEZ, VALENTIN",-34.605583,-58.404612,10/01/2017,03/01/2018,12,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_planonce_nivelacionastellivgomez.jpeg,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_planonce_nivelacioncastellirender_foto1.jpg,,,Miavasa S.A,2017,Licitación Pública,1174/SIGAF/2017,30677303863,,,SI,,,https://www.buenosaires.gob.ar/baobras/entorno-once,https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2017-17025444-DGORU.pdf,11.686.671/DGRU/2017,,
1147,Entorno Once,Estación Once de Septiembre: Puesta en valor de fachada,Finalizada,Espacio Público,Ministerio de Ambiente y Espacio Público,"Áreas Ambientales -el objetivo de la restauración es devolver su estado original al sector a intervenir, correspondiente al acceso situado sobre la fachada en la Av. Pueyrredón, incluyendo para ello la variedad de ornamentaciones, molduras, aberturas y pilastras, como así también la superficie muraria y todo aquel elemento arquitectónico de valor patrimonial que estuviese afectado y/o a restaurar, recuperando su forma, textura, color y diseño. Esto incluye la remoción de reparaciones anteriores o la realización de duplicaciones de piezas irrecuperables o faltantes del original.",3328004,3,Balvanera,"MITRE, BARTOLOME y PUEYRREDON AV.",-34.608374,-58.406809,10/01/2017,01/01/2018,12,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_planonce_fachadaestacionrender_foto1.jpg,,,,Hit Construcciones S.A,2017,Licitación Privada,38/SIGAF/2017,30709605158,,,SI,,,https://www.buenosaires.gob.ar/baobras/entorno-once,https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2017-17359983-DGRU.pdf,11.867.567/DGRU/2017,,
1148,Plan Tribunales,Templo Libertad y Museo (Conjunto Cira): Puesta en valor de fachada ,Finalizada,Espacio Público,Ministerio de Ambiente y Espacio Público,"Áreas Ambientales -Dentro Del Plan Que Comprende El Área Ambiental Tribunales, El Objetivo De La Restauración Es Devolver Al Estado Original Las Fachadas Del Conjunto De Tres Edificios Correspondientes A La Congregación Israelita De La República Argentina, Incluyendo Para Ello La Variedad De Ornamentaciones, Herrería Artística, Molduras, Aberturas Y Pilastras, Como Así También La Superficie Muraria Y Todo Aquel Elemento Arquitectónico De Valor Patrimonial Que Estuviese Afectado, Recuperando Su Forma, Textura, Color Y Diseño.",4309955,1,San Nicolás,,-34.599598,-58.383608,05/01/2017,15/11/2017,10,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_tribunales_fachadatemplolibertadymuseo_foto1.jpg,,,,Cahem S.A,2016,,,30708075910,,,SI,,,https://www.buenosaires.gob.ar/baobras/plan-tribunales,https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2017-04174831-DGRU.pdf,,,
1149,Entorno Microcentro,Edificio Ateliers: Puesta en valor de fachada,Finalizada,Espacio Público,Ministerio de Ambiente y Espacio Público,"Áreas Ambientales -En El Marco De La Recuperación De Fachadas Del Plan Integral Microcentro, Los Trabajos Que Se Realizarán En Este Edificio Catalogado, Están Orientados A Preservar Las Características Y Valores Que Su Arquitectura Y El Paisaje Que Tenía En Las Primeras Décadas Del Siglo Pasado. La Puesta En Valor De Las Fachadas, En Ambas Calles, Comprende El Retiro De Todos Elementos No Originales De La Fachada, La Recuperación De Las Terminaciones Y La Reposición De Los Elementos Originales Perdidos. Conservando La Transparencia Y La Opacidad, Las Texturas, Los Planos Rectos Y Curvos. La Composición De Los Planos, Y La Alta Calidad Espacial De Terrazas, Patios Y Planta Baja.",3730049,1,Retiro,Paraguay y Suipacha,-34.597857,-58.379711,04/01/2017,17/08/2017,7,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_microcentrofachadaateliers_foto1.jpeg,,,,Cahem S.A,2016,,,30708075910,,,SI,,,https://www.buenosaires.gob.ar/baobras/microcentro,https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2016-21338272-DGRU.pdf,,,
1150,Eje Cívico,Avenida de Mayo: Puesta en valor de fachadas ,Finalizada,Espacio Público,Ministerio de Ambiente y Espacio Público,"Entornos Urbanos -En El Marco De La Puesta En Valor Del Eje Cívico, Esta Obra Comprende La Recuperación De Fachadas De Valor Patrimonial. Se Propone La Reparación De Superficies De Terminación, Carpinterías Principales, El Ordenamiento General Y La Iluminación Artística De Fachadas Como Complemento Del Plan Sobre El Eje De La Av. De Mayo En Toda Su Extensión.",28566907,1,Montserrat,,-34.609008,-58.381028,03/01/2017,30/11/2018,22,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_ejecivicofachadasavdemayo_foto1.jpg,,,,Cunumi S.A,2016,,,30615748036,,,,,,https://www.buenosaires.gob.ar/baobras/eje-civico,https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2016-20329746-DGRU.pdf,,,
1151,Entorno Balvanera,Av. Entre Ríos: Puesta en valor de fachadas,Finalizada,Espacio Público,Ministerio de Ambiente y Espacio Público,Av Y Ccca -Obra En El Marco De La Puesta En Valor Del Ccca Entre Ríos/Callao. Contempla La Recuperación E Iluminación De Fachadas Con Valor Patrimonial.,17843919,3,Balvanera,,-34.617802,-58.391638,12/01/2016,01/11/2017,22,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_entornobalvanerafachadasentrerios_foto1.jpeg,,,,Hit Construcciones S.A,2016,,,30709605158,,,SI,,,https://www.buenosaires.gob.ar/baobras/entorno-balvanera,https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2016-19344149-DGRU.pdf,,,
1152,Entorno Microcentro,Calle Suipacha: Puesta en valor de fachadas,Finalizada,Espacio Público,Ministerio de Ambiente y Espacio Público,Áreas Ambientales -Obra En El Marco Del Plan Integral Microcentro. Conservación E Iluminación De Las Fachadas Con Valor Patrimonial Sobre La Calle Suipacha.,11165536,1,Retiro,,-34.599537,-58.377512,11/01/2016,31/07/2017,18,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_microcentrofachadasuipacha_foto1.jpg,,,,Hit Construcciones S.A,2016,,,30709605158,,,SI,,,https://www.buenosaires.gob.ar/baobras/microcentro,https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2016-19139505-DGRU.pdf,,,
1153,Entorno La Boca,Paseo Caminito: Puesta en valor de fachadas,Finalizada,Espacio Público,Ministerio de Ambiente y Espacio Público,"Entornos Urbanos -Obra En El Marco De La Puesta En Valor Del Entorno Urbano La Boca. El Objetivo De La Restauración Es Devolver El Estado Original Las Fachadas, Incluyendo Para Ello La Variedad De Ornamentaciones, Herrería Artística, Molduras Y Pilastras, Como Así También La Superficie Muraria Y Todo Aquel Elemento Arquitectónico De Valor Patrimonial Que Estuviese Afectado, Recuperando Su Forma, Textura, Color Y Diseño. Esto Puede Incluir La Remoción De Reparaciones Anteriores O La Realización De Duplicaciones De Piezas Irrecuperables O Faltantes Del Original.",8984141,4,La Boca,,-34.639143,-58.3617,05/01/2017,20/11/2017,10,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_entornolaboca_fachadascaminito_foto1.jpeg,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_entornolaboca_fachadascaminito_foto2.jpg,,,Hit Construcciones S.A,2016,,,30709605158,,,,,,https://www.buenosaires.gob.ar/baobras/entorno-la-boca,https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2016-24321381-DGRU.pdf,,,
1154,Obras en escuelas de Comuna 1,Escuela Presidente Roca: Puesta en valor de la fachadas ,Finalizada,Espacio Público,Ministerio de Ambiente y Espacio Público,"Áreas Ambientales -Como Parte Del Plan De Puesta En Valor Del Área Ambiental Tribunales, Se Proponen Tareas De Conservación En Las Fachadas Del Edificio Escuela Presidente Roca.",4685028,1,San Nicolás,,-34.601712,-58.383449,09/01/2016,05/05/2017,16,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_tribunalesfachadaescuelaroca_foto1.jpg,,,,Hit Construcciones S.A,2016,,,30709605158,,,,,,https://www.buenosaires.gob.ar/baobras/obras-en-escuelas-de-comuna-1,https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2016-13472837-DGRU.pdf,,,
1155,Hospital Rivadavia,Hospital Rivadavia: Puesta en valor de fachada ,Finalizada,Espacio Público,Ministerio de Ambiente y Espacio Público,"Entornos Urbanos -recuperación de la fachada de la maternidad del Hospital Rivadavia para mejorar el acceso y funcionamiento interno del hospital. Puesta en valor de uno de los elementos arquitectónicos de identidad barrial, que acompaña el conjunto de la Biblioteca Nacional, el CEMIC y la Iglesia San Agustín",20423578,2,Recoleta,Las Heras General Av. 2670,-34.5843552484895,-58.4008112524066,07/01/2017,11/10/2018,21,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_fachadahospitalrivadavia_foto1.jpg,,,,Hit Construcciones S.A,2016,Licitación Pública,386/SIGAF/2017,30709605158,,,,,,https://www.buenosaires.gob.ar/baobras/hospital-rivadavia-0,https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2017-02919167-DGRU.pdf,28.058.403-DGRU/2016,,
1156,Entorno Retiro,Iglesia Del Socorro: Puesta en valor de fachada,Finalizada,Espacio Público,Ministerio de Ambiente y Espacio Público,Áreas Ambientales -Obra En El Marco Del Plan Integral Para El Área De Retiro. Conservación Y Puesta En Valor De La Fachadade La Basílica Del Socorro.,3809071,1,Retiro,,-34.593292,-58.379704,10/01/2016,01/01/2017,12,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_retiro_fachadaiglesiasocorro_foto1.jpg,,,,Estudio Ing. Villa S.R.L,2016,,,30707977481,,,SI,,,https://www.buenosaires.gob.ar/baobras/retiro,https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2016-18308829-DGRU.pdf,,,
1157,Entorno Microcentro,Calle Marcelo T. De Alvear: Puesta en valor de fachadas,Finalizada,Espacio Público,Ministerio de Ambiente y Espacio Público,Áreas Ambientales -Obra En El Marco Del Plan Integral Microcentro. Conservación E Iluminación De Las Fachadas Con Valor Patrimonial Sobre La Calle Marcelo T De Alvear.,1000000,1,Retiro,,-34.597346,-58.377462,06/01/2016,11/01/2016,0,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_microcentrofachadamarcelotalvear_foto1.jpg,,,,Vgm Arquitectos,2016,,,30708870281,,,SI,,,https://www.buenosaires.gob.ar/baobras/microcentro,https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2015-23008263-DGTALMAEP.pdf,,,
1158,Entorno Retiro,Palacio Noel: Puesta en valor de fachada,Finalizada,Espacio Público,Ministerio de Ambiente y Espacio Público,"Áreas Ambientales -Como Parte Del Plan Integral Para El Área De Retiro, Se Propone La Conservación Y Puesta En Valor De La Fachada Principal Del Museo Isaac Fernández Blanco/Casa Noel.",2331744,1,Retiro,,-34.590743,-58.380326,10/01/2016,01/01/2017,12,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_retiro_fachadapalacionoel_foto1.jpg,,,,Hit Construcciones S.A,2016,,,30709605158,,,SI,,,https://www.buenosaires.gob.ar/baobras/retiro,https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2016-18302220-DGRU.pdf,,,
1159,Entorno Villa del Parque,Racing Club - Villa Del Parque: Puesta en valor de fachada,Finalizada,Espacio Público,Ministerio de Ambiente y Espacio Público,Entornos Urbanos -Conservación Y Puesta En Valor De La Fachada Del Edificio.,2120100,11,Villa del Parque,,-34.602295,-58.491368,09/01/2016,23/01/2017,12,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_fachadavilladelparque_foto1.jpg,,,,Rol Ingenieria S.A,2016,,,30578447659,,,,,,https://www.buenosaires.gob.ar/baobras/entorno-villa-del-parque,https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2016-13864417-DGRU.pdf,,,
1160,Entorno Once,Recova de Once: Puesta en valor de fachadas,Finalizada,Espacio Público,Ministerio de Ambiente y Espacio Público,"Áreas Ambientales -en el marco del plan para la puesta en valor del área ambiental once, se busca volver al estado original a las fachadas de edificios de valor patrimonial situados sobre el eje de la Av. Pueyrredón. Se proponen intervenciones en la recova y en un sector de la fachada de la estación de ferrocarril, incluyendo para ello la variedad de ornamentaciones, molduras, aberturas y pilastras, como así también la superficie muraria y todo aquel elemento arquitectónico de valor patrimonial que estuviese afectado y/o a restaurar, recuperando su forma, textura, color y diseño. Esto incluye la remoción de reparaciones anteriores o la realización de duplicaciones de piezas irrecuperables o faltantes del original.",4000765,3,Balvanera,"MITRE, BARTOLOME y PUEYRREDON AV.",-34.609472,-58.405554,11/01/2017,03/01/2018,12,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_planonce_fachadarecovarender_foto1.jpg,,,,Cahem S.A,2017,Licitación Privada,,30708075910,,,SI,,,https://www.buenosaires.gob.ar/baobras/entorno-once,https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2017-17639163-DGRU.pdf,,,
1161,Entorno Microcentro,"Iglesias Santísimo Sacramento, Metodista y Alemana: Puesta en valor de fachadas",Finalizada,Espacio Público,Ministerio de Ambiente y Espacio Público,"Áreas Ambientales -Obra En El Marco Del Plan Integral Microcentro. Se Busca Poner En Valor Las Fachadas De Las Iglesias Metodista, Evangélica Del Río De La Plata Y Santísimo Sacramento, Recuperando Las Superficies De Terminación, Carpinterías Principales, Solados De Atrios Y Cercos Sobre Línea Oficial. Se Propone También La Iluminación Artística De Las Fachadas.",6219712,1,Retiro,Florida y Viamonte,-34.599488,-58.375529,10/01/2016,24/02/2017,13,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_microcentrofachadaiglesias_foto1.JPG,,,,Cahem S.A,2016,,,30708075910,,,SI,,,https://www.buenosaires.gob.ar/baobras/microcentro,https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2016-16026955-DGRU.pdf,,,
1162,Túneles,Túneles Min. Carranza y Av. Libertador: Puesta en valor,Finalizada,Espacio Público,Ministerio de Ambiente y Espacio Público,"Entornos Urbanos -Acondicionamiento Acústico De Ambos Túneles Mediante Paneles Y Barreras Acústicas. Instalación De Un Nuevo Muro Verde, En Sustitución Del Existente.",29586490,14,Palermo,,-34.566198,-58.440314,04/01/2016,01/04/2017,15,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_tuneles_carranzalibertador_foto1.jpg,,,,Ilubaires S.A,2016,,,30693811860,,,,,,https://www.buenosaires.gob.ar/baobras/entorno-tuneles,https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2016-18771500-DGRU.pdf,,,
1163,Entorno Palermo,Plaza Italia - Libreros: Rehabilitación De Puestos,Finalizada,Espacio Público,Ministerio de Ambiente y Espacio Público,"Av Y Ccca -Pabellón Con 40 Nuevos Puestos Para La Feria De Libros De Plaza Italia. Incorporación De Árboles Y Arbustos (260m2 De Nuevo Espacio Verde), Renovación De Veredas, Incorporación De Bancos, Renovación De Luminarias.",15000000,14,Palermo,,-34.58074,-58.422076,06/01/2016,09/01/2016,0,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_palermorehabilitacionpuestosplazaitalia_foto1.jpg,,,,Industrias Mas S.R.L,2016,,,30707041990,,,SI,,,https://www.buenosaires.gob.ar/baobras/entorno-palermo,,,,
1164,Bajo Autopista,"Recuperación De Bajo Autopistas 25 De Mayo (Av. Entre Ríos, Av. Jujuy, Av. Boedo, Av. La Plata, Av. J. M. Moreno)",Finalizada,Espacio Público,Ministerio de Ambiente y Espacio Público,"Entornos Urbanos -Recuperación Del Espacio Público Y Puesta En Valor De Fachadas Bajo Autopista, Incorporación De Muros Verdes Y Módulos Backlight, Intervención Artística En Columnas T Tablero Autopista 25 De Mayo, Renovación De Toda La Iluminación Del Área.",38823979,5,Boedo,BOEDO AV. y CONSTITUCION,-34.627482,-58.41602,01/01/2017,23/08/2017,7,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_bajoautopistarecuperacionautopistas25demayo_foto1.jpg,,,,Algieri S.A,2016,,,30699339810,,,,,,https://www.buenosaires.gob.ar/baobras/bajo-autopistas,https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2016-19435098-DGRU.pdf,,,
1165,Plan Tribunales,Lavalle (E/ Talcahuano Y Callao): Rehabilitación de calle ,Finalizada,Espacio Público,Ministerio de Ambiente y Espacio Público,"Áreas Ambientales -En El Marco Del Plan Para El Área De Tribunales, La Obra Comprende El Recambio De Aceras, Cazoletas Y Vados Peatonales, La Restauración De Equipamiento Urbano, El Completamiento Del Arbolado De Alineación, Soterramiento De Cableado Aéreo, Puesta En Valor Fachada Escuela Técnica Nº 9 “Alejandro Volta Y Transformación De Dársenas De Estacionamiento Existente En Nuevas Áreas Peatonales.",17135319,1,San Nicolás,,-34.603064,-58.389208,11/01/2017,28/12/2017,11,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_tribunalesrehabilitacionlavalle_foto1.jpg,,,,Algieri S.A,2017,,,30699339810,,,SI,,,https://www.buenosaires.gob.ar/baobras/plan-tribunales,https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2017-17953303-DGRU.pdf,,,
1166,Entorno Retiro,Retiro - Etapa II: Suipacha I + Sgto. Cabral + Juncal,Finalizada,Espacio Público,Ministerio de Ambiente y Espacio Público,"Áreas Ambientales -Como Parte Del Plan Integral Para El Área De Retiro, En La Etapa II Se Propone La Nivelación De La Calle Suipacha Entre Santa Fe Y Juncal Con Actualización De Ciclovía Existente, La Nivelación De La Esquina De Juncal Y Suipacha, La Reparación De Aceras Sobre Calle Juncal Entre Esmeralda Y C. Pellegrini Y El Ajuste De Ritmos De Arbolado Y Alumbrado.",24848244,1,Retiro,,-34.593992,-58.379588,08/01/2017,30/08/2017,7,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_retiroetapa2_foto1.jpg,,,,Cunumi S.A,2016,,,30615748036,,,SI,,,https://www.buenosaires.gob.ar/baobras/retiro,https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2016-16059002-DGRU.pdf,,,
1167,Entorno Retiro,Retiro - Etapa III: Suipacha II + Arroyo + Juncal,Finalizada,Espacio Público,Ministerio de Ambiente y Espacio Público,"Áreas Ambientales -Como Parte Del Plan Integral Para El Área De Retiro, En La Etapa II Se Propone La Nivelación De La Calle Arroyo Entre Carlos Pellegrini Y Esmeralda Y De La Calle Suipacha Entre Juncal Y Av. Del Libertador, El Ensanche De Aceras Sobre La Calle Arroyo Y La Corrección De Ritmos De Arbolado Y Luminarias.",29618187,1,Retiro,,-34.591586,-58.379943,10/01/2016,25/07/2017,18,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_retiroetapa3_foto1.JPG,,,,Da Fré Obras Civiles S.A,2016,,,30711388768,,,SI,,,https://www.buenosaires.gob.ar/baobras/retiro,https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2016-16107782-DGRU.pdf,,,
1168,Entorno Retiro,Retiro - Etapa I: Basavilbaso + Juncal,Finalizada,Espacio Público,Ministerio de Ambiente y Espacio Público,"Áreas Ambientales -Como Parte Del Plan Integral Para El Área De Retiro, En La Etapa I Se Propone La Nivelación De La Calle Basavilbaso Entre Arenales Y Av. Del Libertador, El Ensanche De Aceras En La Calle Juncal Entre Esmeralda Y Maipú/Av. Del Libertador, Incorporación De Una Segunda Línea De Arbolado Sobre Juncal, La Corrección Del Ritmo De Arbolado Y Luminarias. Se Propone Además La Exaltación De La Esquina Basavilbaso Y Juncal Mediante Luminarias Y El Reemplazo De Estacionamiento A 90º Por Paralelo Sobre La Calle Juncal.",25644971,1,Retiro,,-34.592992,-58.377091,11/01/2016,23/06/2017,17,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_retiro1_foto1.JPG,,,,Cunumi S.A,2016,,,30615748036,,,SI,,,https://www.buenosaires.gob.ar/baobras/retiro,https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2016-16089926-DGRU.pdf,,,
1169,Entorno Constitución,Santa Casa Ejercicios Espirituales: Puesta en valor de fachada y entorno,Finalizada,Espacio Público,Ministerio de Ambiente y Espacio Público,"Entornos Urbanos -La Propuesta Incluye El Ensanche De Aceras Sobre Av. Independencia Entre Lima Y Salta Y De Calle Salta Entre Estados Unidos Y Av. Independencia, La Iluminación De Fachadas Del Edificio Sobre Calle Estados Unidos, Salta Y Av. Independencia.",5091500,1,Constitución,,-34.618141,-58.382444,09/01/2016,06/03/2017,14,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_constitucionfachadasantacasa_foto1.jpeg,,,,Instalectro S.A.,2016,,,33661628729,,,,,,https://www.buenosaires.gob.ar/baobras/entorno-constitucion,https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2016-13819661-DGRU.pdf,,,
1170,Entorno Barracas,Centro Comercial a Cielo Abierto Suárez (E/ Av. Patricios e Isabel La Católica),Finalizada,Espacio Público,Ministerio de Ambiente y Espacio Público,"Av Y Ccca -Ensanche De Acera Par, Ensanche De Esquinas, Ordenamiento De Estacionamiento, Arbolado Nuevo, Reemplazo De Catenarias Por Alumbrado Led Vial Y Peatonal. Renovación Total De Aceras, Soterrado De Servicios, Puesta En Valor De Esquinas Con Línea Municipal Particularizada, Mejoras Y Ampliación En Desagües Pluviales De Calzada, Puesta En Valor De Plaza Quinquela Martín",23607290,4,Barracas,,-34.6384,-58.372224,09/01/2017,14/03/2018,14,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_renderejecomercialsuarez_foto1.jpg,,,,Instalectro S.A.,2017,,,33661628729,,,SI,,,https://www.buenosaires.gob.ar/baobras/entorno-barracas,https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2017-14455992-DGRU.pdf,,,
1171,Plan Tribunales,Plaza Lavalle: Renovación integral ,Finalizada,Espacio Público,Ministerio de Ambiente y Espacio Público,"Áreas Ambientales -En El Marco Del Plan Para El Área De Tribunales, El Proyecto Plantea La Traza De Un Camino Principal Que “Enlaza Las Tres Manzanas Uniendo Los Puntos Principales Y De Tránsito Frecuente. El Mismo Nace En El Extremo De Diagonal Norte, Uniendo La Plaza Con El Obelisco Y La Boca Del Subte Línea D, Hasta Llegar A Av. Córdoba En Su Intersección Con La Calle Libertad. Se Incorporan Caminos Secundarios Más Angostos Y Se Prevé El Ensanche De La Vereda Frente Al Teatro Colón, Proyectando Un Espacio A Modo De “Atrio. Se Contempla La Reubicación De La Feria De Libreros, Y La Disminución De La Presencia De Automóviles Trasladando Los Estacionamientos Al Subsuelo, Se Incorpora Un Nuevo Patio De Juegos Y Nuevo Solado Perimetral.",57483603,1,San Nicolás,,-34.603064,-58.389208,11/01/2016,15/08/2017,19,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_tribunales_plazalavalle_foto1.jpg,,,,Algieri S.A,2016,,,30699339810,,,SI,,,https://www.buenosaires.gob.ar/baobras/plan-tribunales,https://cdn2.buenosaires.gob.ar/baobras/pliegos/PLIEG-2016-15858945-DGRU.pdf,,,
